weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
iw7_reaver,iw7_reaver_up,,1250,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw7_rpr_evo,iw7_rpr_evo_up,,1600,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw7_rvn,iw7_rvn_up,,1000,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw7_spartan_sa3,iw7_spartan_sa3_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw7_stallion_44,iw7_stallion_44_up,,1500,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw7_tf141,iw7_tf141_up,,1750,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw7_widowmaker,iw7_widowmaker_up,,1750,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw7_titan,iw7_titan_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw7_trek50,iw7_trek50_up,,1800,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw7_trencher,iw7_trencher_up,,1200,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw7_type2,iw7_type2_up,,1200,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw7_udm,iw7_udm_up,,900,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw7_venomx,iw7_venomx_up,,4500,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw7_volk,iw7_volk_up,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw7_vpr,iw7_vpr_up,,1500,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw7_xeon,iw7_xeon_up,,1350,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
