weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
iw6_p226,iw6_p226_rdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw6_panzerfaust3,iw6_panzerfaust3_up,,2000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw6_pdw,iw6_pdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw6_r5rgp,iw6_r5rgp_up,,1400,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw6_ripper_smg,iw6_ripper_smg_up,,1300,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw6_sa805,iw6_sa805_up,,1400,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw6_sc2010,iw6_sc2010_up,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw6_svu,iw6_svu_up,,1600,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw6_tac12,iw6_tac12_up,,1500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw6_usr,iw6_usr_up,,1500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
iw6_vector_crb,iw6_vector_crb_up,,1300,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw6_vepr,iw6_vepr_up,,1300,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw6_vks,iw6_vks_up,,1500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
