Name,Behavior,Storage,FileSpec,FileSpecSustain,FileSpecRelease,Template,Loadspec,Secondary,SustainAlias,ReleaseAlias,Bus,VolumeGroup,DuckGroup,Duck,ReverbSend,CenterSend,VolMin,VolMax,DistMin,DistMaxDry,DistMaxWet,DryMinCurve,DryMaxCurve,WetMinCurve,WetMaxCurve,LimitCount,LimitType,EntityLimitCount,EntityLimitType,PitchMin,PitchMax,PriorityMin,PriorityMax,PriorityThresholdMin,PriorityThresholdMax,AmplitudePriority,PanType,Pan,Futz,Looping,RandomizeType,Probability,StartDelay,EnvelopMin,EnvelopMax,EnvelopPercent,OcclusionLevel,IsBig,DistanceLpf,FluxType,FluxTime,Subtitle,Doppler,ContextType,ContextValue,ContextType1,ContextValue1,ContextType2,ContextValue2,ContextType3,ContextValue3,Timescale,IsMusic,IsCinematic,FadeIn,FadeOut,Pauseable,StopOnEntDeath,Compression,StopOnPlay,DopplerScale,FutzPatch,VoiceLimit,IgnoreMaxDist,NeverPlayTwice,ContinuousPan,FileSource,FileSourceSustain,FileSourceRelease,FileTarget,FileTargetSustain,FileTargetRelease,Platform,Language,OutputDevices,PlatformMask,WiiUMono,StopAlias,DistanceLpfMin,DistanceLpfMax,FacialAnimationName,RestartContextLoops,SilentInCPZ,ContextFailsafe,GPAD,GPADOnly,MuteVoice,MuteMusic,RowSourceFileName,RowSourceShortName,RowSourceLineNumber

#MW2:CR Colt Anaconda ".44 Magnum"
wpn_h2_aa12_tail_plr,,,skye_ports\h2_aa12\fire\wpn_h2_aa12_tail_int.wav,,,wpn_h2_reverb_int_plr,,
wpn_h2_aa12_tail_npc,,,skye_ports\h2_aa12\fire\wpn_h2_aa12_tail_int.wav,,,wpn_h2_reverb_int_npc,,
wpn_h2_aa12_pap_flux_plr,,,skye_ports\h2_aa12\fire\wpn_h2_aa12_pap_flux.wav,,,wpn_h2_pap_shot_plr,,wpn_h2_aa12_shot_low_plr
wpn_h2_aa12_pap_flux_npc,,,skye_ports\h2_aa12\fire\wpn_h2_aa12_pap_flux.wav,,,wpn_h2_pap_shot_npc,,wpn_h2_aa12_shot_low_npc
wpn_h2_aa12_charge,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_charge.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_inspect_part1,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_inspect_part1.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_inspect_part2,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_inspect_part2.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_inspect_part3,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_inspect_part3.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_mag_in,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_mag_in.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_mag_out,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_mag_out.wav,,,wpn_h2_reload_plr,,
wpn_h2_aa12_start,,,skye_ports\h2_aa12\foley\wpn_h2_aa12_start.wav,,,wpn_h2_reload_plr,,

#MW2:CR Remington ACR
wpn_h2_acr_shot_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_shot_low_plr
wpn_h2_acr_shot_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_shot_low_npc
wpn_h2_acr_pap_shot_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_pap_flux_plr
wpn_h2_acr_pap_shot_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_pap_flux_npc
wpn_h2_acr_shot_low_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low1.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_mech_plr
wpn_h2_acr_shot_low_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low2.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_mech_plr
wpn_h2_acr_shot_low_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low3.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_mech_plr
wpn_h2_acr_shot_low_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low4.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_mech_plr
wpn_h2_acr_shot_low_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low1.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_mech_npc
wpn_h2_acr_shot_low_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low2.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_mech_npc
wpn_h2_acr_shot_low_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low3.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_mech_npc
wpn_h2_acr_shot_low_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_shot_low4.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_mech_npc
wpn_h2_acr_mech_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech1.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_sub_plr
wpn_h2_acr_mech_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech2.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_sub_plr
wpn_h2_acr_mech_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech3.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_sub_plr
wpn_h2_acr_mech_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech4.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_sub_plr
wpn_h2_acr_mech_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech1.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_sub_npc
wpn_h2_acr_mech_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech2.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_sub_npc
wpn_h2_acr_mech_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech3.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_sub_npc
wpn_h2_acr_mech_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_mech4.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_sub_npc
wpn_h2_acr_sub_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_sub.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_sub_lyr_plr
wpn_h2_acr_sub_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_sub.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_sub_lyr_npc
wpn_h2_acr_sub_lyr_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_sub_lyr.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_acr_tail_plr
wpn_h2_acr_sub_lyr_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_sub_lyr.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_acr_tail_npc
wpn_h2_acr_tail_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_tail_ext.wav,,,wpn_h2_reverb_ext_strong_plr,,
wpn_h2_acr_tail_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_tail_ext.wav,,,wpn_h2_reverb_ext_strong_npc,,
wpn_h2_acr_tail_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_tail_int.wav,,,wpn_h2_reverb_int_strong_plr,,
wpn_h2_acr_tail_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_tail_int.wav,,,wpn_h2_reverb_int_strong_npc,,
wpn_h2_acr_pap_flux_plr,,,skye_ports\h2_acr\fire\wpn_h2_acr_pap_flux.wav,,,wpn_h2_pap_shot_strong_plr,,wpn_h2_acr_shot_low_plr
wpn_h2_acr_pap_flux_npc,,,skye_ports\h2_acr\fire\wpn_h2_acr_pap_flux.wav,,,wpn_h2_pap_shot_strong_npc,,wpn_h2_acr_shot_low_npc
wpn_h2_acr_charge,,,skye_ports\h2_acr\foley\wpn_h2_acr_charge.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_inspect_part1,,,skye_ports\h2_acr\foley\wpn_h2_acr_inspect_part1.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_inspect_part2,,,skye_ports\h2_acr\foley\wpn_h2_acr_inspect_part2.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_inspect_part3,,,skye_ports\h2_acr\foley\wpn_h2_acr_inspect_part3.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_mag_in,,,skye_ports\h2_acr\foley\wpn_h2_acr_mag_in.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_mag_out,,,skye_ports\h2_acr\foley\wpn_h2_acr_mag_out.wav,,,wpn_h2_reload_plr,,
wpn_h2_acr_start,,,skye_ports\h2_acr\foley\wpn_h2_acr_start.wav,,,wpn_h2_reload_plr,,

#MW2:CR Common Sounds
wpn_h2_gp25_shot_plr,,,skye_ports\h2_common\gl\wpn_h2_gp25_shot.wav,,,wpn_h2_shot_plr,,wpn_h2_gp25_tail_plr
wpn_h2_gp25_shot_npc,,,skye_ports\h2_common\gl\wpn_h2_gp25_shot.wav,,,wpn_h2_shot_npc,,wpn_h2_gp25_tail_npc
wpn_h2_gp25_tail_plr,,,skye_ports\h2_common\gl\wpn_h2_gp25_tail_ext.wav,,,wpn_h2_reverb_ext_plr,,
wpn_h2_gp25_tail_npc,,,skye_ports\h2_common\gl\wpn_h2_gp25_tail_ext.wav,,,wpn_h2_reverb_ext_npc,,
wpn_h2_gp25_tail_plr,,,skye_ports\h2_common\gl\wpn_h2_gp25_tail_int.wav,,,wpn_h2_reverb_int_plr,,
wpn_h2_gp25_tail_npc,,,skye_ports\h2_common\gl\wpn_h2_gp25_tail_int.wav,,,wpn_h2_reverb_int_npc,,
wpn_h2_gp25_shell_in,,,skye_ports\h2_common\gl\wpn_h2_gp25_shell_in.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_shot_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_shot.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_shot_low_plr
wpn_h2_m203_shot_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_shot.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_shot_low_npc
wpn_h2_m203_shot_low_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_shot_low1.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_mech_plr
wpn_h2_m203_shot_low_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_shot_low2.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_mech_plr
wpn_h2_m203_shot_low_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_shot_low1.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_mech_npc
wpn_h2_m203_shot_low_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_shot_low2.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_mech_npc
wpn_h2_m203_mech_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_mech.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_sub_plr
wpn_h2_m203_mech_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_mech.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_sub_npc
wpn_h2_m203_sub_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_sub1.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_tail_plr
wpn_h2_m203_sub_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_sub2.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_m203_tail_plr
wpn_h2_m203_sub_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_sub1.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_tail_npc
wpn_h2_m203_sub_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_sub2.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_m203_tail_npc
wpn_h2_m203_tail_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_tail_ext.wav,,,wpn_h2_reverb_ext_strong_plr,,
wpn_h2_m203_tail_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_tail_ext.wav,,,wpn_h2_reverb_ext_strong_npc,,
wpn_h2_m203_tail_plr,,,skye_ports\h2_common\gl\wpn_h2_m203_tail_int.wav,,,wpn_h2_reverb_int_strong_plr,,
wpn_h2_m203_tail_npc,,,skye_ports\h2_common\gl\wpn_h2_m203_tail_int.wav,,,wpn_h2_reverb_int_strong_npc,,
wpn_h2_m203_close,,,skye_ports\h2_common\gl\wpn_h2_m203_close.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_open,,,skye_ports\h2_common\gl\wpn_h2_m203_open.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_out_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_out_gl1.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_out_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_out_gl2.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_out_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_out_gl3.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_out_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_out_gl4.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_shell_in,,,skye_ports\h2_common\gl\wpn_h2_m203_shell_in.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_to_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_to_gl1.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_to_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_to_gl2.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_to_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_to_gl3.wav,,,wpn_h2_reload_plr,,
wpn_h2_m203_to_gl,,,skye_ports\h2_common\gl\wpn_h2_m203_to_gl4.wav,,,wpn_h2_reload_plr,,
wpn_h2_masterkey_shot_plr,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot1.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_masterkey_shot_low_plr
wpn_h2_masterkey_shot_plr,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot2.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_masterkey_shot_low_plr
wpn_h2_masterkey_shot_plr,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot3.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_masterkey_shot_low_plr
wpn_h2_masterkey_shot_plr,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot4.wav,,,wpn_h2_shot_strong_plr,,wpn_h2_masterkey_shot_low_plr
wpn_h2_masterkey_shot_npc,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot1.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_masterkey_shot_low_npc
wpn_h2_masterkey_shot_npc,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot2.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_masterkey_shot_low_npc
wpn_h2_masterkey_shot_npc,,,skye_ports\h2_common\shared\wpn_h2_m1014_shot3.wav,,,wpn_h2_shot_strong_npc,,wpn_h2_masterkey_shot_low_npc
