weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
s2_m1911,s2_m1911_rdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
s2_m1919,s2_m1919_up,,2750,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_m1928,s2_m1928_up,,1500,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_m1941,s2_m1941_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_mas36,s2_mas36_up,1900,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_mas38,s2_mas38_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_m712,s2_m712_rdw_up,,700,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
s2_mg15,s2_mg15_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_mg42,s2_mg42_up,,3000,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_mg81,s2_mg81_up,,2750,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_mosin,s2_mosin_up,2200,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_mp40,s2_mp40_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_type2,s2_type2_up,,1250,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_nz41,s2_nz41_up,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_panzerschreck,s2_panzerschreck_up,,4000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
s2_ppsh41_base,s2_ppsh41_base_up,,1300,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_ppsh41_drum,s2_ppsh41_drum_up,,2000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_ptrs41,s2_ptrs41_up,,2500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_reichs,s2_reichs_up,,1200,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
s2_ribeyrolles,s2_ribeyrolles_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_sdk,s2_sdk_up,1600,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_sten,s2_sten_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_sterling,s2_sterling_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_stg44,s2_stg44_up,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_stinger,s2_stinger_up,,2750,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_svt40,s2_svt40_up,,1700,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_thompsonm1a1,s2_thompsonm1a1_up,,1300,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_type5,s2_type5_up,,1600,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_type38,s2_type38_up,,2200,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_type100,s2_type100_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_vmg1927,s2_vmg1927_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
s2_volkstg,s2_volkstg_up,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_waffe28,s2_waffe28_up,,1200,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
s2_walther_auto,s2_walther_auto_up,,1500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
s2_p38,s2_p38_rdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
s2_wimmersperg,s2_wimmersperg_up,,1250,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
s2_win21,s2_win21_up,,1300,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
s2_win1894,s2_win1894_up,2000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_win1897,s2_win1897_up,,1400,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
s2_wz35,s2_wz35_up,,2500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
s2_zk383,s2_zk383_up,,1250,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
