weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
iw4_m240,iw4_m240_up,,2750,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw4_m1014,iw4_m1014_up,,1400,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_mg4,iw4_mg4_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw4_mini_uzi,iw4_mini_uzi_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_model1887,iw4_model1887_rdw_up,,1500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_mp5k,iw4_mp5k_rdw_up,,1100,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_p90,iw4_p90_rdw_up,,1500,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_pp2000,iw4_pp2000_rdw_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_ranger,iw4_ranger_rdw_up,,1300,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_rpd,iw4_rpd_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
iw4_rpg7,iw4_rpg7_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw4_scarh,iw4_scarh_up,,1400,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_spas12,iw4_spas12_up,,1600,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_stinger,iw4_stinger_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw4_striker,iw4_striker_up,,1250,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
iw4_tar21,iw4_tar21_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
iw4_thumper,iw4_thumper_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
iw4_tmp,iw4_tmp_up,,900,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_ump45,iw4_ump45_up,,1450,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_usp45,iw4_usp45_rdw_up,,300,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
iw4_vector,iw4_vector_up,,1250,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
iw4_wa2000,iw4_wa2000_up,,1500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
