weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,obsolete_false,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,obsolete2_false,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
t9_lw3_tundra,t9_lw3_tundra_up,,2500,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t9_m16,t9_m16_up,,1800,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t9_m60,t9_m60_up,,3500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t9_m79,t9_m79_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
t9_m82,t9_m82_up,,3000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t9_mac10,t9_mac10_up,,1350,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_magnum,t9_magnum_up,,1250,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t9_marshal,t9_marshal_rdw_up,,500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t9_mg82,t9_mg82_up,,3250,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t9_milano821,t9_milano821_up,,1350,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_mp5,t9_mp5_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_mp5k,t9_mp5k_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_nail_gun,t9_nail_gun_up,,2000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_ots9,t9_ots9_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_pelington703,t9_pelington703_up,,2000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t9_ppsh41_base,t9_ppsh41_base_up,,1400,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_ppsh41_drum,t9_ppsh41_drum_up,,2000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_qbz83,t9_qbz83_up,,1350,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t9_rpd,t9_rpd_up,,2750,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t9_rpg7,t9_rpg7_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
t9_stoner63,t9_stoner63_up,,3000,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t9_streetsweeper,t9_streetsweeper_up,,2200,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t9_swiss_k31_scope,t9_swiss_k31_scope_up,,2200,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t9_swiss_k31_irons,t9_swiss_k31_irons_up,,2200,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t9_tec9,t9_tec9_up,,900,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t9_type63,t9_type63_up,,2000,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t9_xm4,t9_xm4_up,,1450,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t9_zrg20mm,t9_zrg20mm_up,,4000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
